0,0
0.0040004,0.0023907
0.0080008,0.0047814
0.012001,0.007172
0.016002,0.0095626
0.020002,0.011953
0.024002,0.014344
0.028003,0.016734
0.032003,0.019124
0.036004,0.021515
0.040004,0.023905
0.044004,0.026295
0.048005,0.028684
0.052005,0.031074
0.056006,0.033463
0.060006,0.035853
0.064006,0.038242
0.068007,0.040631
0.072007,0.043019
0.076008,0.045408
0.080008,0.047796
0.084008,0.050184
0.088009,0.052571
0.092009,0.054958
0.09601,0.057345
0.10001,0.059732
0.10401,0.062118
0.10801,0.064504
0.11201,0.06689
0.11601,0.069275
0.12001,0.071659
0.12401,0.074044
0.12801,0.076428
0.13201,0.078811
0.13601,0.081194
0.14001,0.083577
0.14401,0.085959
0.14801,0.08834
0.15202,0.090722
0.15602,0.093102
0.16002,0.095482
0.16402,0.097862
0.16802,0.10024
0.17202,0.10262
0.17602,0.105
0.18002,0.10737
0.18402,0.10975
0.18802,0.11213
0.19202,0.1145
0.19602,0.11688
0.20002,0.11925
0.20402,0.12162
0.20802,0.124
0.21202,0.12637
0.21602,0.12874
0.22002,0.13111
0.22402,0.13348
0.22802,0.13585
0.23202,0.13822
0.23602,0.14058
0.24002,0.14295
0.24402,0.14532
0.24802,0.14768
0.25203,0.15005
0.25603,0.15241
0.26003,0.15477
0.26403,0.15713
0.26803,0.15949
0.27203,0.16185
0.27603,0.16421
0.28003,0.16657
0.28403,0.16893
0.28803,0.17128
0.29203,0.17364
0.29603,0.17599
0.30003,0.17834
0.30403,0.18069
0.30803,0.18305
0.31203,0.1854
0.31603,0.18774
0.32003,0.19009
0.32403,0.19244
0.32803,0.19478
0.33203,0.19713
0.33603,0.19947
0.34003,0.20181
0.34403,0.20415
0.34803,0.20649
0.35204,0.20883
0.35604,0.21117
0.36004,0.21351
0.36404,0.21584
0.36804,0.21818
0.37204,0.22051
0.37604,0.22284
0.38004,0.22517
0.38404,0.2275
0.38804,0.22982
0.39204,0.23215
0.39604,0.23448
0.40004,0.2368
0.40404,0.23912
0.40804,0.24144
0.41204,0.24376
0.41604,0.24608
0.42004,0.2484
0.42404,0.25071
0.42804,0.25302
0.43204,0.25534
0.43604,0.25765
0.44004,0.25996
0.44404,0.26226
0.44804,0.26457
0.45205,0.26687
0.45605,0.26918
0.46005,0.27148
0.46405,0.27378
0.46805,0.27608
0.47205,0.27838
0.47605,0.28067
0.48005,0.28296
0.48405,0.28526
0.48805,0.28755
0.49205,0.28984
0.49605,0.29212
0.50005,0.29441
0.50405,0.29669
0.50805,0.29898
0.51205,0.30126
0.51605,0.30353
0.52005,0.30581
0.52405,0.30809
0.52805,0.31036
0.53205,0.31263
0.53605,0.3149
0.54005,0.31717
0.54405,0.31944
0.54805,0.3217
0.55206,0.32396
0.55606,0.32622
0.56006,0.32848
0.56406,0.33074
0.56806,0.333
0.57206,0.33525
0.57606,0.3375
0.58006,0.33975
0.58406,0.342
0.58806,0.34424
0.59206,0.34649
0.59606,0.34873
0.60006,0.35097
0.60406,0.35321
0.60806,0.35544
0.61206,0.35767
0.61606,0.35991
0.62006,0.36214
0.62406,0.36436
0.62806,0.36659
0.63206,0.36881
0.63606,0.37103
0.64006,0.37325
0.64406,0.37547
0.64806,0.37768
0.65207,0.3799
0.65607,0.38211
0.66007,0.38431
0.66407,0.38652
0.66807,0.38872
0.67207,0.39093
0.67607,0.39312
0.68007,0.39532
0.68407,0.39752
0.68807,0.39971
0.69207,0.4019
0.69607,0.40409
0.70007,0.40627
0.70407,0.40846
0.70807,0.41064
0.71207,0.41282
0.71607,0.41499
0.72007,0.41717
0.72407,0.41934
0.72807,0.42151
0.73207,0.42367
0.73607,0.42584
0.74007,0.428
0.74407,0.43016
0.74807,0.43232
0.75208,0.43447
0.75608,0.43662
0.76008,0.43877
0.76408,0.44092
0.76808,0.44306
0.77208,0.44521
0.77608,0.44735
0.78008,0.44948
0.78408,0.45162
0.78808,0.45375
0.79208,0.45588
0.79608,0.458
0.80008,0.46013
0.80408,0.46225
0.80808,0.46437
0.81208,0.46648
0.81608,0.4686
0.82008,0.47071
0.82408,0.47282
0.82808,0.47492
0.83208,0.47702
0.83608,0.47912
0.84008,0.48122
0.84408,0.48331
0.84808,0.48541
0.85209,0.48749
0.85609,0.48958
0.86009,0.49166
0.86409,0.49374
0.86809,0.49582
0.87209,0.4979
0.87609,0.49997
0.88009,0.50204
0.88409,0.5041
0.88809,0.50617
0.89209,0.50823
0.89609,0.51028
0.90009,0.51234
0.90409,0.51439
0.90809,0.51644
0.91209,0.51849
0.91609,0.52053
0.92009,0.52257
0.92409,0.5246
0.92809,0.52664
0.93209,0.52867
0.93609,0.5307
0.94009,0.53272
0.94409,0.53474
0.94809,0.53676
0.9521,0.53878
0.9561,0.54079
0.9601,0.5428
0.9641,0.54481
0.9681,0.54681
0.9721,0.54881
0.9761,0.55081
0.9801,0.5528
0.9841,0.55479
0.9881,0.55678
0.9921,0.55876
0.9961,0.56074
1.0001,0.56272
1.0041,0.5647
1.0081,0.56667
1.0121,0.56864
1.0161,0.5706
1.0201,0.57256
1.0241,0.57452
1.0281,0.57648
1.0321,0.57843
1.0361,0.58038
1.0401,0.58232
1.0441,0.58426
1.0481,0.5862
1.0521,0.58814
1.0561,0.59007
1.0601,0.592
1.0641,0.59392
1.0681,0.59584
1.0721,0.59776
1.0761,0.59968
1.0801,0.60159
1.0841,0.6035
1.0881,0.6054
1.0921,0.6073
1.0961,0.6092
1.1001,0.61109
1.1041,0.61298
1.1081,0.61487
1.1121,0.61675
1.1161,0.61864
1.1201,0.62051
1.1241,0.62238
1.1281,0.62425
1.1321,0.62612
1.1361,0.62798
1.1401,0.62984
1.1441,0.6317
