t,y
0.0,51.59093439186981
2.6315789473684212,12.63607480103759
5.2631578947368425,1.5780171394050662
7.894736842105264,131.21605247656592
10.526315789473685,274.8859447372369
13.157894736842106,385.93234430469516
15.789473684210527,398.1422328706762
18.42105263157895,416.7491915190219
21.05263157894737,470.7791716408846
23.68421052631579,394.06723958379484
26.315789473684212,378.4656653887293
28.947368421052634,456.6895167197319
31.578947368421055,426.6715149166191
34.21052631578948,383.83170408407454
36.8421052631579,409.07061181877475
39.473684210526315,313.13206943097055
42.10526315789474,379.43879756691024
44.736842105263165,387.4719576106392
47.36842105263158,463.99261607721877
50.0,383.4657990374365
