t,y
0.0,14.206606407405868
2.6315789473684212,11.998858761470565
5.2631578947368425,114.94471223350699
7.894736842105264,159.8292759625396
10.526315789473685,243.41616681336944
13.157894736842106,198.82691007400882
15.789473684210527,226.50882335575167
18.42105263157895,226.62831565240498
21.05263157894737,217.47269761178993
23.68421052631579,211.20552601523502
26.315789473684212,232.77499183683022
28.947368421052634,211.20533505692913
31.578947368421055,232.5390045638202
34.21052631578948,157.1045964033699
36.8421052631579,206.18979721857883
39.473684210526315,180.7522043733464
42.10526315789474,212.76079529358245
44.736842105263165,204.7569304849065
47.36842105263158,173.1579235106708
50.0,233.776843382915
