t,y
0.2033166666666666,3705.0
0.20665,3841.0
0.2099833333333333,4004.0
0.2133166666666666,4163.0
0.21665,4326.0
0.2199833333333333,4478.0
0.2233166666666666,4622.0
0.22665,4755.0
0.2299833333333333,4913.0
0.2333166666666667,5112.0
0.23665,5296.0
0.2399833333333333,5420.0
0.2433166666666666,5540.0
0.24665,5704.0
0.2499833333333333,5900.0
0.2533166666666667,6094.0
0.25665,6261.0
0.2599833333333333,6442.0
0.2633166666666666,6596.0
0.26665,6785.0
0.2699833333333333,6953.0
0.2733166666666666,7142.0
0.27665,7318.0
0.2799833333333333,7512.0
0.2833166666666666,7726.0
0.28665,7917.0
0.2899833333333333,8092.0
0.2933166666666667,8274.0
0.29665,8490.0
0.2999833333333333,8729.0
0.3033166666666667,8930.0
0.30665,9099.0
0.3099833333333333,9280.0
0.3133166666666667,9480.0
0.31665,9700.0
0.3199833333333333,9887.0
0.3233166666666666,10085.0
0.32665,10262.0
0.3299833333333333,10474.0
0.3333166666666666,10685.0
0.33665,10896.0
0.3399833333333333,11086.0
0.3433166666666666,11291.0
0.34665,11522.0
0.3499833333333333,11752.0
0.3533166666666667,11978.0
0.35665,12194.0
0.3599833333333333,12421.0
0.3633166666666667,12623.0
0.36665,12813.0
0.3699833333333333,12992.0
0.3733166666666667,13217.0
0.37665,13472.0
0.3799833333333333,13713.0
0.3833166666666667,13916.0
0.38665,14126.0
0.3899833333333333,14368.0
0.3933166666666666,14607.0
0.39665,14857.0
0.3999833333333333,15072.0
0.4033166666666666,15290.0
0.40665,15505.0
0.4099833333333333,15749.0
0.4133166666666666,15990.0
0.41665,16175.0
0.4199833333333333,16358.0
0.4233166666666667,16524.0
0.42665,16704.0
0.4299833333333333,16854.0
0.4333166666666667,17020.0
0.43665,17187.0
0.4399833333333333,17341.0
0.4433166666666667,17470.0
0.44665,17572.0
0.4499833333333333,17683.0
0.4533166666666666,17778.0
0.45665,17865.0
0.4599833333333334,17942.0
0.4633166666666666,18028.0
0.46665,18098.0
0.4699833333333333,18168.0
0.4733166666666666,18219.0
0.47665,18268.0
0.4799833333333333,18288.0
0.4833166666666666,18302.0
0.48665,18331.0
0.4899833333333333,18338.0
0.4933166666666667,18317.0
0.49665,18269.0
0.4999833333333333,18242.0
0.5033166666666666,18216.0
0.50665,18169.0
0.5099833333333333,18099.0
0.5133166666666666,18063.0
0.51665,18044.0
