t,y
0.2033166666666666,3713.0
0.20665,3842.0
0.2099833333333333,3972.0
0.2133166666666666,4120.0
0.21665,4308.0
0.2199833333333333,4494.0
0.2233166666666666,4683.0
0.22665,4859.0
0.2299833333333333,5022.0
0.2333166666666667,5178.0
0.23665,5358.0
0.2399833333333333,5530.0
0.2433166666666666,5700.0
0.24665,5869.0
0.2499833333333333,6047.0
0.2533166666666667,6218.0
0.25665,6353.0
0.2599833333333333,6506.0
0.2633166666666666,6676.0
0.26665,6878.0
0.2699833333333333,7082.0
0.2733166666666666,7264.0
0.27665,7437.0
0.2799833333333333,7613.0
0.2833166666666666,7817.0
0.28665,8030.0
0.2899833333333333,8228.0
0.2933166666666667,8412.0
0.29665,8581.0
0.2999833333333333,8791.0
0.3033166666666667,9017.0
0.30665,9254.0
0.3099833333333333,9474.0
0.3133166666666667,9666.0
0.31665,9873.0
0.3199833333333333,10083.0
0.3233166666666666,10303.0
0.32665,10490.0
0.3299833333333333,10689.0
0.3333166666666666,10914.0
0.33665,11171.0
0.3399833333333333,11400.0
0.3433166666666666,11612.0
0.34665,11810.0
0.3499833333333333,12003.0
0.3533166666666667,12210.0
0.35665,12425.0
0.3599833333333333,12665.0
0.3633166666666667,12887.0
0.36665,13130.0
0.3699833333333333,13374.0
0.3733166666666667,13634.0
0.37665,13847.0
0.3799833333333333,14052.0
0.3833166666666667,14237.0
0.38665,14481.0
0.3899833333333333,14736.0
0.3933166666666666,15015.0
0.39665,15271.0
0.3999833333333333,15504.0
0.4033166666666666,15736.0
0.40665,15927.0
0.4099833333333333,16141.0
0.4133166666666666,16392.0
0.41665,16641.0
0.4199833333333333,16881.0
0.4233166666666667,17078.0
0.42665,17267.0
0.4299833333333333,17431.0
0.4333166666666667,17596.0
0.43665,17758.0
0.4399833333333333,17919.0
0.4433166666666667,18081.0
0.44665,18248.0
0.4499833333333333,18388.0
0.4533166666666666,18482.0
0.45665,18584.0
0.4599833333333334,18703.0
0.4633166666666666,18799.0
0.46665,18864.0
0.4699833333333333,18921.0
0.4733166666666666,18996.0
0.47665,19052.0
0.4799833333333333,19099.0
0.4833166666666666,19128.0
0.48665,19121.0
0.4899833333333333,19082.0
0.4933166666666667,19066.0
0.49665,19070.0
0.4999833333333333,19112.0
0.5033166666666666,19110.0
0.50665,19112.0
0.5099833333333333,19092.0
0.5133166666666666,19086.0
0.51665,19036.0
0.5199833333333334,18957.0
0.5233166666666667,18805.0
0.52665,18687.0
0.5299833333333334,18548.0
0.5333166666666667,18387.0
0.53665,18178.0
0.5399833333333334,17949.0
0.5433166666666667,17713.0
0.54665,17468.0
0.5499833333333334,17218.0
0.5533166666666667,16998.0
0.55665,16755.0
0.5599833333333334,16487.0
0.5633166666666667,16199.0
0.56665,15923.0
0.5699833333333333,15696.0
0.5733166666666667,15492.0
0.57665,15336.0
0.5799833333333333,15156.0
0.5833166666666667,14989.0
0.58665,14824.0
0.5899833333333333,14709.0
0.5933166666666667,14628.0
0.59665,14579.0
0.5999833333333333,14511.0
0.6033166666666666,14447.0
0.60665,14398.0
0.6099833333333333,14402.0
0.6133166666666666,14503.0
0.61665,14722.0
0.6199833333333333,15068.0
0.6233166666666666,15478.0
0.62665,15964.0
0.6299833333333333,16517.0
0.6333166666666666,17073.0
0.63665,17621.0
0.6399833333333333,18108.0
0.6433166666666666,18543.0
0.64665,18890.0
0.6499833333333334,19177.0
0.6533166666666667,19452.0
0.65665,19698.0
0.6599833333333334,19931.0
0.6633166666666667,20126.0
0.66665,20286.0
0.6699833333333334,20402.0
0.6733166666666667,20532.0
0.67665,20650.0
0.6799833333333334,20772.0
0.6833166666666667,20832.0
0.68665,20868.0
0.6899833333333333,20931.0
0.6933166666666667,21004.0
0.69665,21098.0
0.6999833333333333,21172.0
0.7033166666666667,21262.0
0.70665,21333.0
0.7099833333333333,21370.0
0.7133166666666667,21407.0
0.71665,21454.0
0.7199833333333333,21502.0
0.7233166666666667,21509.0
0.72665,21515.0
0.7299833333333333,21530.0
0.7333166666666666,21557.0
0.73665,21618.0
0.7399833333333333,21670.0
0.7433166666666666,21752.0
0.74665,21787.0
0.7499833333333333,21814.0
0.7533166666666666,21819.0
0.75665,21853.0
0.7599833333333333,21871.0
0.7633166666666666,21883.0
0.76665,21864.0
0.7699833333333334,21868.0
0.7733166666666667,21877.0
0.77665,21890.0
0.7799833333333334,21924.0
0.7833166666666667,21965.0
0.78665,21999.0
0.7899833333333334,21989.0
0.7933166666666667,21965.0
0.79665,21952.0
0.7999833333333334,21932.0
0.8033166666666667,21938.0
0.80665,21964.0
0.8099833333333334,21997.0
0.8133166666666667,22005.0
0.81665,22019.0
0.8199833333333333,22041.0
0.8233166666666667,22059.0
0.82665,22020.0
0.8299833333333333,21988.0
0.8333166666666667,22004.0
0.83665,22075.0
0.8399833333333333,22140.0
0.8433166666666667,22172.0
0.84665,22164.0
0.8499833333333333,22172.0
0.8533166666666666,22228.0
0.85665,22307.0
0.8599833333333333,22372.0
0.8633166666666666,22406.0
0.86665,22455.0
0.8699833333333333,22521.0
0.8733166666666666,22627.0
0.87665,22762.0
0.8799833333333333,22897.0
0.8833166666666666,22996.0
0.88665,23083.0
0.8899833333333333,23208.0
0.8933166666666666,23339.0
0.89665,23504.0
0.8999833333333334,23652.0
0.9033166666666668,23852.0
0.90665,23995.0
0.9099833333333334,24143.0
0.9133166666666668,24272.0
0.91665,24422.0
0.9199833333333334,24608.0
0.9233166666666668,24798.0
0.92665,24982.0
0.9299833333333334,25150.0
0.9333166666666668,25331.0
0.93665,25535.0
0.9399833333333332,25721.0
0.9433166666666668,25881.0
0.94665,26034.0
0.9499833333333332,26199.0
0.9533166666666668,26383.0
0.95665,26576.0
0.9599833333333332,26779.0
0.9633166666666668,26969.0
0.96665,27157.0
0.9699833333333332,27362.0
0.9733166666666668,27572.0
0.97665,27776.0
0.9799833333333332,27964.0
0.9833166666666666,28174.0
0.98665,28449.0
0.9899833333333332,28869.0
0.9933166666666666,29653.0
0.99665,31213.0
0.9999833333333332,34513.0
1.0033166666666666,41485.0
1.00665,55772.0
1.0099833333333332,83786.0
1.0133166666666666,136364.0
1.01665,231083.0
1.0199833333333332,394983.0
1.0233166666666669,667859.0
1.02665,1106120.0
1.0299833333333333,1786613.0
1.0333166666666669,2809161.0
1.03665,4296471.0
1.0399833333333333,6386444.0
1.043316666666667,9214360.0
1.04665,12878879.0
1.0499833333333333,17400868.0
1.053316666666667,22695550.0
1.05665,28586232.0
1.0599833333333333,34863168.0
1.063316666666667,41360604.0
1.06665,47989192.0
1.0699833333333333,54700364.0
1.0733166666666667,61390180.0
1.07665,67833496.0
1.0799833333333333,73697568.0
1.0833166666666667,78651888.0
1.08665,82471048.0
1.0899833333333333,85093120.0
1.0933166666666667,86589120.0
1.09665,87105360.0
