t,y
0.0,5.24475979506559
0.847457627118644,4.942714471407495
1.694915254237288,5.564701722109211
2.542372881355932,5.3742141192137804
3.389830508474576,5.9691933875569365
4.23728813559322,5.448401214006733
5.084745762711864,6.2151743867562
5.932203389830509,5.8610581936778985
6.779661016949152,5.1280442180346615
7.627118644067796,5.377504346631842
8.47457627118644,4.439066989015141
9.322033898305085,3.985451779158223
10.169491525423728,4.5163659580747275
11.016949152542372,4.134046690734347
11.864406779661017,4.244672531691667
12.711864406779661,3.798262271172787
13.559322033898304,4.579991107595629
14.406779661016948,4.5430687197883115
15.254237288135592,4.937682371963639
16.101694915254235,5.374689333066671
16.94915254237288,5.391358138869048
17.796610169491526,5.734663930006457
18.64406779661017,5.924628685151566
19.491525423728813,6.133801632425908
20.338983050847457,6.055669303169014
21.1864406779661,5.357479511856204
22.033898305084744,5.995418245982512
22.881355932203387,5.360753442618926
23.728813559322035,5.2855055174081755
24.576271186440678,4.65192873749265
25.423728813559322,4.803462896037734
26.271186440677965,3.9110481642396535
27.11864406779661,3.9062762162216154
27.966101694915253,3.773817539053269
28.813559322033896,3.918681036981632
29.66101694915254,4.208195354219079
30.508474576271183,4.214207016022254
31.35593220338983,5.563019561913543
32.20338983050847,4.77109330908372
33.050847457627114,5.291301101755394
33.89830508474576,5.5765213023991045
34.74576271186441,5.907127147415746
35.59322033898305,6.037594641577662
36.440677966101696,5.965772069966133
37.28813559322034,5.842304681181167
38.13559322033898,5.274834873365574
38.983050847457626,4.958312537060116
39.83050847457627,5.214120282208841
40.67796610169491,4.443279602625907
41.52542372881356,4.171263040010522
42.3728813559322,4.091547011830556
43.220338983050844,4.195616817362099
44.06779661016949,4.01734756336515
44.91525423728813,4.013736940460373
45.762711864406775,4.73640060958895
46.61016949152542,4.5514321480186855
47.45762711864407,4.707040236219615
48.30508474576271,5.731583091060517
49.152542372881356,5.642581895603854
50.0,6.0590388188343836
